Date;Start;End;Total (grid load) [MWh] Original resolutions;Residual load [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions
Jun 10, 2023;2:00 PM;2:15 PM;11,886.25;688;1,573.75
Jun 10, 2023;2:15 PM;2:30 PM;11,843.5;744.75;1,590.75
Jun 10, 2023;2:30 PM;2:45 PM;11,788.5;849;1,589.5
Jun 10, 2023;2:45 PM;3:00 PM;11,753.5;866.5;1,628.75
Jun 10, 2023;3:00 PM;3:15 PM;11,747;932.75;1,589.75
Jun 10, 2023;3:15 PM;3:30 PM;11,804.25;1,027.25;1,580.5
Jun 10, 2023;3:30 PM;3:45 PM;11,739;1,176.25;1,534.75
Jun 10, 2023;3:45 PM;4:00 PM;11,665.25;1,340.5;1,466.25
Jun 10, 2023;4:00 PM;4:15 PM;11,729.25;1,521.5;1,362.25
Jun 10, 2023;4:15 PM;4:30 PM;11,658.25;1,775.75;1,157.5
Jun 10, 2023;4:30 PM;4:45 PM;11,684.75;2,061.5;916.25
Jun 10, 2023;4:45 PM;5:00 PM;11,679.5;2,415.75;653.25
Jun 10, 2023;5:00 PM;5:15 PM;11,747.5;2,914;841.25
Jun 10, 2023;5:15 PM;5:30 PM;11,788.75;3,346.75;570.75
Jun 10, 2023;5:30 PM;5:45 PM;11,847.5;3,811;269.5
Jun 10, 2023;5:45 PM;6:00 PM;11,862;4,249.5;186.75
Jun 10, 2023;6:00 PM;6:15 PM;12,023.5;4,620.75;148.75
Jun 10, 2023;6:15 PM;6:30 PM;11,996.5;4,946.25;29.75
Jun 10, 2023;6:30 PM;6:45 PM;12,040.75;5,325;23
Jun 10, 2023;6:45 PM;7:00 PM;12,084.25;5,734.25;4
Jun 10, 2023;7:00 PM;7:15 PM;12,056.25;6,117.25;4
Jun 10, 2023;7:15 PM;7:30 PM;11,913.25;6,314.25;3
Jun 10, 2023;7:30 PM;7:45 PM;11,875;6,528.25;1.25
Jun 10, 2023;7:45 PM;8:00 PM;11,806.25;6,699.5;1.25
Jun 10, 2023;8:00 PM;8:15 PM;11,708;6,744;1.25
Jun 10, 2023;8:15 PM;8:30 PM;11,667.75;6,762;2
Jun 10, 2023;8:30 PM;8:45 PM;11,507.75;6,788.5;1.25
Jun 10, 2023;8:45 PM;9:00 PM;11,391;6,807;1.25
Jun 10, 2023;9:00 PM;9:15 PM;11,329.5;6,731.75;1.25
Jun 10, 2023;9:15 PM;9:30 PM;11,221.75;6,435;1.25
Jun 10, 2023;9:30 PM;9:45 PM;11,206;6,179.75;2.25
Jun 10, 2023;9:45 PM;10:00 PM;11,261.75;6,072.25;37.25
Jun 10, 2023;10:00 PM;10:15 PM;11,304.75;6,237;3.75
Jun 10, 2023;10:15 PM;10:30 PM;11,147.75;6,045.5;0.5
Jun 10, 2023;10:30 PM;10:45 PM;10,952.25;5,802.75;1.25
Jun 10, 2023;10:45 PM;11:00 PM;10,834.75;5,645.5;19.75
Jun 10, 2023;11:00 PM;11:15 PM;10,690.5;5,478.5;2.25
Jun 10, 2023;11:15 PM;11:30 PM;10,475;5,208.75;1.5
Jun 10, 2023;11:30 PM;11:45 PM;10,337;5,009;17.5
Jun 10, 2023;11:45 PM;12:00 AM;10,215.75;4,892.75;65.25
Jun 11, 2023;12:00 AM;12:15 AM;9,942;4,607.25;61.5
Jun 11, 2023;12:15 AM;12:30 AM;9,834.25;4,536.75;77.75
Jun 11, 2023;12:30 AM;12:45 AM;9,696.75;4,448.75;74.25
Jun 11, 2023;12:45 AM;1:00 AM;9,586.5;4,404;82.5
Jun 11, 2023;1:00 AM;1:15 AM;9,411.25;4,268;94.75
Jun 11, 2023;1:15 AM;1:30 AM;9,272;4,163.25;194.5
Jun 11, 2023;1:30 AM;1:45 AM;9,174.5;4,153;179.25
Jun 11, 2023;1:45 AM;2:00 AM;9,076;4,093.5;168.75
Jun 11, 2023;2:00 AM;2:15 AM;9,042.75;4,065;170.5
Jun 11, 2023;2:15 AM;2:30 AM;8,904.75;3,972.5;174.25
Jun 11, 2023;2:30 AM;2:45 AM;8,830.5;3,951.5;169.25
Jun 11, 2023;2:45 AM;3:00 AM;8,790;4,003.25;265.5
Jun 11, 2023;3:00 AM;3:15 AM;8,780.25;3,937;289
Jun 11, 2023;3:15 AM;3:30 AM;8,727.5;3,914.5;285.25
Jun 11, 2023;3:30 AM;3:45 AM;8,683.75;3,936.5;296
Jun 11, 2023;3:45 AM;4:00 AM;8,698;3,998.5;294.25
Jun 11, 2023;4:00 AM;4:15 AM;8,677;4,018.25;406.5
Jun 11, 2023;4:15 AM;4:30 AM;8,644;4,034.75;484.25
Jun 11, 2023;4:30 AM;4:45 AM;8,656.75;4,041.5;474
Jun 11, 2023;4:45 AM;5:00 AM;8,590;3,984.5;479.25
Jun 11, 2023;5:00 AM;5:15 AM;8,603.5;3,980.25;435
Jun 11, 2023;5:15 AM;5:30 AM;8,519.25;3,894.25;444.25
Jun 11, 2023;5:30 AM;5:45 AM;8,503.75;3,878;488.25
Jun 11, 2023;5:45 AM;6:00 AM;8,558;3,887;489.75
Jun 11, 2023;6:00 AM;6:15 AM;8,698.5;3,808.5;477.75
Jun 11, 2023;6:15 AM;6:30 AM;8,805;3,837.25;556
Jun 11, 2023;6:30 AM;6:45 AM;8,981;3,904.5;714
Jun 11, 2023;6:45 AM;7:00 AM;9,101;3,930;779.25
Jun 11, 2023;7:00 AM;7:15 AM;9,214.25;3,783;600
Jun 11, 2023;7:15 AM;7:30 AM;9,395;3,784;729.25
Jun 11, 2023;7:30 AM;7:45 AM;9,592;3,790.5;733.5
Jun 11, 2023;7:45 AM;8:00 AM;9,803.5;3,792.5;837
Jun 11, 2023;8:00 AM;8:15 AM;10,069.5;3,789.25;483.75
Jun 11, 2023;8:15 AM;8:30 AM;10,214.25;3,589.75;717
Jun 11, 2023;8:30 AM;8:45 AM;10,408.75;3,388.5;844
Jun 11, 2023;8:45 AM;9:00 AM;10,545.5;3,090;1,009.25
Jun 11, 2023;9:00 AM;9:15 AM;10,731.75;2,754.5;703
Jun 11, 2023;9:15 AM;9:30 AM;10,855.75;2,413.25;954.75
Jun 11, 2023;9:30 AM;9:45 AM;10,936.5;2,098;1,124
Jun 11, 2023;9:45 AM;10:00 AM;10,981;1,779.25;1,213
Jun 11, 2023;10:00 AM;10:15 AM;11,061.25;1,356;1,022.5
Jun 11, 2023;10:15 AM;10:30 AM;11,149.5;1,031.5;1,142.25
Jun 11, 2023;10:30 AM;10:45 AM;11,229.5;702;1,384.75
Jun 11, 2023;10:45 AM;11:00 AM;11,321.5;565.75;1,455
Jun 11, 2023;11:00 AM;11:15 AM;11,452;399;1,327.5
Jun 11, 2023;11:15 AM;11:30 AM;11,473.5;216.5;1,427.5
Jun 11, 2023;11:30 AM;11:45 AM;11,520;110.25;1,327.25
Jun 11, 2023;11:45 AM;12:00 PM;11,442.25;4.75;1,337.75
Jun 11, 2023;12:00 PM;12:15 PM;11,339.25;-287.25;1,311.75
Jun 11, 2023;12:15 PM;12:30 PM;11,293.5;-437.75;1,463.5
Jun 11, 2023;12:30 PM;12:45 PM;11,276;-483.25;1,444.25
Jun 11, 2023;12:45 PM;1:00 PM;11,244.5;-467.5;1,479.5
Jun 11, 2023;1:00 PM;1:15 PM;11,053.75;-713.5;1,521
Jun 11, 2023;1:15 PM;1:30 PM;10,964.25;-705;1,491.25
Jun 11, 2023;1:30 PM;1:45 PM;10,958.5;-699;1,509.5
Jun 11, 2023;1:45 PM;2:00 PM;10,796.75;-695.25;1,495.75
Jun 11, 2023;2:00 PM;2:15 PM;10,804.25;-447.75;1,471.75
Jun 11, 2023;2:15 PM;2:30 PM;10,755.5;-499;1,573.75
Jun 11, 2023;2:30 PM;2:45 PM;10,747.25;-547.25;1,629.75
Jun 11, 2023;2:45 PM;3:00 PM;10,697.25;-457;1,581
Jun 11, 2023;3:00 PM;3:15 PM;10,726.5;-338;1,456.5
Jun 11, 2023;3:15 PM;3:30 PM;10,703;-304.5;1,303
Jun 11, 2023;3:30 PM;3:45 PM;10,637.5;-339.5;1,342.75
Jun 11, 2023;3:45 PM;4:00 PM;10,624.25;-262.25;1,315
Jun 11, 2023;4:00 PM;4:15 PM;10,756.75;98.5;1,366.25
Jun 11, 2023;4:15 PM;4:30 PM;10,692.25;242;1,346.5
Jun 11, 2023;4:30 PM;4:45 PM;10,743;659.5;1,210.5
Jun 11, 2023;4:45 PM;5:00 PM;10,693.5;949.5;976
Jun 11, 2023;5:00 PM;5:15 PM;10,992.5;1,373;1,188.75
Jun 11, 2023;5:15 PM;5:30 PM;11,136.25;1,920.75;1,125.5
Jun 11, 2023;5:30 PM;5:45 PM;11,252.25;2,427.75;838.5
Jun 11, 2023;5:45 PM;6:00 PM;11,365.75;2,966.75;398.75
Jun 11, 2023;6:00 PM;6:15 PM;11,538.75;3,737.25;621
Jun 11, 2023;6:15 PM;6:30 PM;11,512.75;4,199;286.25
Jun 11, 2023;6:30 PM;6:45 PM;11,527;4,639.5;26.5
Jun 11, 2023;6:45 PM;7:00 PM;11,555.25;5,077.75;29.5
Jun 11, 2023;7:00 PM;7:15 PM;11,718;5,697.75;233
Jun 11, 2023;7:15 PM;7:30 PM;11,605.75;5,914.25;220
Jun 11, 2023;7:30 PM;7:45 PM;11,674.75;6,304.75;160.75
Jun 11, 2023;7:45 PM;8:00 PM;11,655.75;6,609;26.25
Jun 11, 2023;8:00 PM;8:15 PM;11,689.5;6,899;7
Jun 11, 2023;8:15 PM;8:30 PM;11,676.25;7,122;6.5
Jun 11, 2023;8:30 PM;8:45 PM;11,658.5;7,289.25;67
Jun 11, 2023;8:45 PM;9:00 PM;11,651.75;7,401.5;67
Jun 11, 2023;9:00 PM;9:15 PM;11,677.75;7,559.5;4.75
Jun 11, 2023;9:15 PM;9:30 PM;11,597.5;7,357.5;4.5
Jun 11, 2023;9:30 PM;9:45 PM;11,600.25;7,185.5;6.5
Jun 11, 2023;9:45 PM;10:00 PM;11,607.75;7,064.5;6.25
Jun 11, 2023;10:00 PM;10:15 PM;11,725.25;7,069.5;5
Jun 11, 2023;10:15 PM;10:30 PM;11,568;6,731.75;5.25
Jun 11, 2023;10:30 PM;10:45 PM;11,428.25;6,457.5;7.25
Jun 11, 2023;10:45 PM;11:00 PM;11,215.5;6,157.5;8.25
Jun 11, 2023;11:00 PM;11:15 PM;10,962.5;5,949.75;7
Jun 11, 2023;11:15 PM;11:30 PM;10,780;5,737.75;7.75
Jun 11, 2023;11:30 PM;11:45 PM;10,629.75;5,531.5;31
Jun 11, 2023;11:45 PM;12:00 AM;10,533.25;5,417;107
Jun 12, 2023;12:00 AM;12:15 AM;10,360.75;5,123.5;152
Jun 12, 2023;12:15 AM;12:30 AM;10,248.5;5,037.5;194.75
Jun 12, 2023;12:30 AM;12:45 AM;10,200.75;5,060.25;234
Jun 12, 2023;12:45 AM;1:00 AM;10,147.25;5,079.75;285.75
Jun 12, 2023;1:00 AM;1:15 AM;10,079.75;5,079.5;466.5
Jun 12, 2023;1:15 AM;1:30 AM;10,058.5;5,134;539.5
Jun 12, 2023;1:30 AM;1:45 AM;10,039.75;5,207.25;601.5
Jun 12, 2023;1:45 AM;2:00 AM;9,960;5,260.25;585.75
Jun 12, 2023;2:00 AM;2:15 AM;9,796.25;5,166.25;465.25
Jun 12, 2023;2:15 AM;2:30 AM;9,768.25;5,265.25;405
Jun 12, 2023;2:30 AM;2:45 AM;9,762;5,407;386.5
Jun 12, 2023;2:45 AM;3:00 AM;9,733.25;5,531;378.75
Jun 12, 2023;3:00 AM;3:15 AM;9,730;5,637.25;445.5
Jun 12, 2023;3:15 AM;3:30 AM;9,729;5,723.75;444.75
Jun 12, 2023;3:30 AM;3:45 AM;9,735;5,852.75;417.5
Jun 12, 2023;3:45 AM;4:00 AM;9,783.75;5,985.25;365.5
Jun 12, 2023;4:00 AM;4:15 AM;9,708;6,016.25;243.25
Jun 12, 2023;4:15 AM;4:30 AM;9,726.25;6,062.75;173
Jun 12, 2023;4:30 AM;4:45 AM;9,877;6,314;135.25
Jun 12, 2023;4:45 AM;5:00 AM;9,897;6,432.25;37
Jun 12, 2023;5:00 AM;5:15 AM;10,148.25;6,691.5;87.25
Jun 12, 2023;5:15 AM;5:30 AM;10,266.75;6,803.75;74
Jun 12, 2023;5:30 AM;5:45 AM;10,569;7,129.25;27.25
Jun 12, 2023;5:45 AM;6:00 AM;10,949.5;7,467.75;9
Jun 12, 2023;6:00 AM;6:15 AM;11,728.75;8,110.5;6.75
Jun 12, 2023;6:15 AM;6:30 AM;12,170.75;8,415.5;7.5
Jun 12, 2023;6:30 AM;6:45 AM;12,603.5;8,715;5.75
Jun 12, 2023;6:45 AM;7:00 AM;12,911.5;8,833.5;5.5
Jun 12, 2023;7:00 AM;7:15 AM;13,368.25;9,085.5;4
Jun 12, 2023;7:15 AM;7:30 AM;13,660.25;9,168.75;4
Jun 12, 2023;7:30 AM;7:45 AM;13,911;9,261.25;4
Jun 12, 2023;7:45 AM;8:00 AM;14,148.25;9,251.75;4.75
Jun 12, 2023;8:00 AM;8:15 AM;14,272;9,056.75;4.75
Jun 12, 2023;8:15 AM;8:30 AM;14,472.25;8,869.25;3.5
Jun 12, 2023;8:30 AM;8:45 AM;14,705.75;8,677.5;3
Jun 12, 2023;8:45 AM;9:00 AM;14,772.75;8,295.75;11
Jun 12, 2023;9:00 AM;9:15 AM;14,695;7,724;2.25
Jun 12, 2023;9:15 AM;9:30 AM;14,699.25;7,194.25;2.5
Jun 12, 2023;9:30 AM;9:45 AM;14,793.25;6,732.5;12.25
Jun 12, 2023;9:45 AM;10:00 AM;14,905;6,261.25;160.75
Jun 12, 2023;10:00 AM;10:15 AM;14,866;5,627.25;13.5
Jun 12, 2023;10:15 AM;10:30 AM;14,983.5;5,059.25;14.25
Jun 12, 2023;10:30 AM;10:45 AM;15,012;4,526.75;286.5
Jun 12, 2023;10:45 AM;11:00 AM;15,041.5;4,140.25;591.75
Jun 12, 2023;11:00 AM;11:15 AM;15,114;3,845.25;501.5
Jun 12, 2023;11:15 AM;11:30 AM;15,254.5;3,616.5;805
Jun 12, 2023;11:30 AM;11:45 AM;15,416;3,509.5;1,030.25
Jun 12, 2023;11:45 AM;12:00 PM;15,430.5;3,314.75;1,156.25
Jun 12, 2023;12:00 PM;12:15 PM;15,326.25;2,948.25;1,085.25
Jun 12, 2023;12:15 PM;12:30 PM;15,296.25;2,795.75;1,255
Jun 12, 2023;12:30 PM;12:45 PM;15,297;2,661.75;1,283.25
Jun 12, 2023;12:45 PM;1:00 PM;15,376;2,705.5;1,281
Jun 12, 2023;1:00 PM;1:15 PM;15,376.75;2,669;1,239
Jun 12, 2023;1:15 PM;1:30 PM;15,298.75;2,582.25;1,224.75
Jun 12, 2023;1:30 PM;1:45 PM;15,261;2,676;1,233.25
Jun 12, 2023;1:45 PM;2:00 PM;15,120.75;2,601;1,264
Jun 12, 2023;2:00 PM;2:15 PM;15,010.5;2,631.25;1,200
Jun 12, 2023;2:15 PM;2:30 PM;15,027.75;2,810.25;1,126.25
Jun 12, 2023;2:30 PM;2:45 PM;15,018.75;3,000;913.25
Jun 12, 2023;2:45 PM;3:00 PM;14,927.75;3,072;786
Jun 12, 2023;3:00 PM;3:15 PM;14,856.25;3,264.25;1,001.5
Jun 12, 2023;3:15 PM;3:30 PM;14,758.5;3,455.25;860
Jun 12, 2023;3:30 PM;3:45 PM;14,660.75;3,608.75;733.75
Jun 12, 2023;3:45 PM;4:00 PM;14,507;3,772.25;583
Jun 12, 2023;4:00 PM;4:15 PM;14,341.5;3,975.5;740.5
Jun 12, 2023;4:15 PM;4:30 PM;14,290.75;4,332.25;562.5
Jun 12, 2023;4:30 PM;4:45 PM;14,141.25;4,567;186.75
Jun 12, 2023;4:45 PM;5:00 PM;14,144.5;4,885.25;217.5
Jun 12, 2023;5:00 PM;5:15 PM;14,284.5;5,342;241.5
Jun 12, 2023;5:15 PM;5:30 PM;14,254.75;5,734.75;192.25
Jun 12, 2023;5:30 PM;5:45 PM;14,307;6,189.25;145.25
Jun 12, 2023;5:45 PM;6:00 PM;14,322.25;6,572.25;114.75
Jun 12, 2023;6:00 PM;6:15 PM;14,372;7,061.75;182
Jun 12, 2023;6:15 PM;6:30 PM;14,439.25;7,571.5;157
Jun 12, 2023;6:30 PM;6:45 PM;14,515;8,014;67.5
Jun 12, 2023;6:45 PM;7:00 PM;14,518.75;8,427.75;2.25
Jun 12, 2023;7:00 PM;7:15 PM;14,425.5;8,670;3.25
Jun 12, 2023;7:15 PM;7:30 PM;14,341.25;8,950.5;3.5
Jun 12, 2023;7:30 PM;7:45 PM;14,285.5;9,218;3.25
Jun 12, 2023;7:45 PM;8:00 PM;14,182.5;9,416.5;2.25
Jun 12, 2023;8:00 PM;8:15 PM;14,018.75;9,517.75;1.75
Jun 12, 2023;8:15 PM;8:30 PM;13,895.75;9,600.25;1.75
Jun 12, 2023;8:30 PM;8:45 PM;13,741.25;9,575.5;1.75
Jun 12, 2023;8:45 PM;9:00 PM;13,625.5;9,558.75;1.75
Jun 12, 2023;9:00 PM;9:15 PM;13,503;9,382.5;1.25
Jun 12, 2023;9:15 PM;9:30 PM;13,337.5;9,013.75;1.25
Jun 12, 2023;9:30 PM;9:45 PM;13,235.5;8,592.5;1.25
Jun 12, 2023;9:45 PM;10:00 PM;13,248;8,433.5;2.5
Jun 12, 2023;10:00 PM;10:15 PM;13,168.5;8,216.5;25.75
Jun 12, 2023;10:15 PM;10:30 PM;13,016.25;7,858.5;92
Jun 12, 2023;10:30 PM;10:45 PM;12,730.75;7,470.5;114
Jun 12, 2023;10:45 PM;11:00 PM;12,556.25;7,194.5;223.5
Jun 12, 2023;11:00 PM;11:15 PM;12,170;6,862.5;136.25
Jun 12, 2023;11:15 PM;11:30 PM;11,877.25;6,595.25;149.25
Jun 12, 2023;11:30 PM;11:45 PM;11,661.5;6,361.5;223.5
Jun 12, 2023;11:45 PM;12:00 AM;11,447.5;6,184.75;302.25
Jun 13, 2023;12:00 AM;12:15 AM;11,303.25;6,104.25;204.5
Jun 13, 2023;12:15 AM;12:30 AM;11,139.75;6,012.5;203.25
Jun 13, 2023;12:30 AM;12:45 AM;10,984.25;5,911.5;272
Jun 13, 2023;12:45 AM;1:00 AM;10,896.25;5,902.75;263.75
Jun 13, 2023;1:00 AM;1:15 AM;10,754.75;5,834.5;266.25
Jun 13, 2023;1:15 AM;1:30 AM;10,669.25;5,847.75;264.75
Jun 13, 2023;1:30 AM;1:45 AM;10,644.25;5,947.25;182.5
Jun 13, 2023;1:45 AM;2:00 AM;10,489.75;5,936.75;263
Jun 13, 2023;2:00 AM;2:15 AM;10,506.5;6,083.75;426.25
Jun 13, 2023;2:15 AM;2:30 AM;10,425.5;6,176.25;405.5
Jun 13, 2023;2:30 AM;2:45 AM;10,322;6,231.25;361.25
Jun 13, 2023;2:45 AM;3:00 AM;10,337;6,389.75;286.5
Jun 13, 2023;3:00 AM;3:15 AM;10,379.25;6,594.5;428.5
Jun 13, 2023;3:15 AM;3:30 AM;10,350;6,678.25;464.5
Jun 13, 2023;3:30 AM;3:45 AM;10,328;6,779.75;365
Jun 13, 2023;3:45 AM;4:00 AM;10,288.5;6,851.75;261.5
Jun 13, 2023;4:00 AM;4:15 AM;10,300.75;6,910.25;375.25
Jun 13, 2023;4:15 AM;4:30 AM;10,291.75;6,912.5;290
Jun 13, 2023;4:30 AM;4:45 AM;10,284.5;6,945.25;222.5
Jun 13, 2023;4:45 AM;5:00 AM;10,316;6,981;179.75
Jun 13, 2023;5:00 AM;5:15 AM;10,579.25;7,164.5;427
Jun 13, 2023;5:15 AM;5:30 AM;10,720.25;7,335.5;431.75
Jun 13, 2023;5:30 AM;5:45 AM;10,913.25;7,523.75;214.75
Jun 13, 2023;5:45 AM;6:00 AM;11,287.25;7,827.75;131.75
Jun 13, 2023;6:00 AM;6:15 AM;11,959.5;8,348.75;142.75
Jun 13, 2023;6:15 AM;6:30 AM;12,568.5;8,827.75;40.25
Jun 13, 2023;6:30 AM;6:45 AM;12,966;9,077.75;7.75
Jun 13, 2023;6:45 AM;7:00 AM;13,222.5;9,196.75;8.25
Jun 13, 2023;7:00 AM;7:15 AM;13,605.25;9,434;3.5
Jun 13, 2023;7:15 AM;7:30 AM;13,871.5;9,496.75;1.5
Jun 13, 2023;7:30 AM;7:45 AM;14,154.5;9,526.25;1.75
Jun 13, 2023;7:45 AM;8:00 AM;14,402.5;9,433.75;1.75
Jun 13, 2023;8:00 AM;8:15 AM;14,615.75;9,249.75;1.5
Jun 13, 2023;8:15 AM;8:30 AM;14,818.25;8,992.5;2.5
Jun 13, 2023;8:30 AM;8:45 AM;14,924.25;8,629.5;4.25
Jun 13, 2023;8:45 AM;9:00 AM;14,813.75;7,996;13.25
Jun 13, 2023;9:00 AM;9:15 AM;14,798.25;7,370.75;32.5
Jun 13, 2023;9:15 AM;9:30 AM;14,851.5;6,825;48.5
Jun 13, 2023;9:30 AM;9:45 AM;14,919.5;6,314.5;231.75
Jun 13, 2023;9:45 AM;10:00 AM;14,943;5,774.5;403.25
Jun 13, 2023;10:00 AM;10:15 AM;14,986.25;5,196.25;255.5
Jun 13, 2023;10:15 AM;10:30 AM;14,948;4,584.75;288.25
Jun 13, 2023;10:30 AM;10:45 AM;15,017.25;4,089;454.75
Jun 13, 2023;10:45 AM;11:00 AM;15,109.25;3,805;600
Jun 13, 2023;11:00 AM;11:15 AM;15,114.25;3,313.25;325.75
Jun 13, 2023;11:15 AM;11:30 AM;15,096.25;2,992.25;435.25
Jun 13, 2023;11:30 AM;11:45 AM;15,179.5;2,801.75;707.75
Jun 13, 2023;11:45 AM;12:00 PM;15,168.75;2,609.75;793
Jun 13, 2023;12:00 PM;12:15 PM;15,043.75;2,341;856.75
Jun 13, 2023;12:15 PM;12:30 PM;15,044.75;2,265.75;953.75
Jun 13, 2023;12:30 PM;12:45 PM;15,066.5;2,219.5;991.25
Jun 13, 2023;12:45 PM;1:00 PM;15,171.5;2,283.25;1,006.5
Jun 13, 2023;1:00 PM;1:15 PM;15,139.75;2,089.75;991.75
Jun 13, 2023;1:15 PM;1:30 PM;15,128.25;2,058.75;978.75
Jun 13, 2023;1:30 PM;1:45 PM;15,107.25;2,070.75;988.5
Jun 13, 2023;1:45 PM;2:00 PM;14,666.75;1,707.75;1,007
Jun 13, 2023;2:00 PM;2:15 PM;15,014;2,154;1,050.5
Jun 13, 2023;2:15 PM;2:30 PM;15,008;2,271.25;998.75
Jun 13, 2023;2:30 PM;2:45 PM;14,945.5;2,299.75;957.75
Jun 13, 2023;2:45 PM;3:00 PM;14,997.5;2,467.5;992.25
Jun 13, 2023;3:00 PM;3:15 PM;14,933;2,621;932.5
Jun 13, 2023;3:15 PM;3:30 PM;14,768.25;2,613.5;888
Jun 13, 2023;3:30 PM;3:45 PM;14,758.25;2,765.75;823.5
Jun 13, 2023;3:45 PM;4:00 PM;14,648.5;2,866.5;678.5
Jun 13, 2023;4:00 PM;4:15 PM;14,652.25;3,158;570.5
Jun 13, 2023;4:15 PM;4:30 PM;14,545.25;3,341.75;577.75
Jun 13, 2023;4:30 PM;4:45 PM;14,511.75;3,606.75;545.25
Jun 13, 2023;4:45 PM;5:00 PM;14,517.75;3,945.5;528.5
Jun 13, 2023;5:00 PM;5:15 PM;14,524.75;4,373.75;445
Jun 13, 2023;5:15 PM;5:30 PM;14,327.5;4,490.75;147.25
Jun 13, 2023;5:30 PM;5:45 PM;14,386.5;4,969.5;9.25
Jun 13, 2023;5:45 PM;6:00 PM;14,423.75;5,354.5;62
Jun 13, 2023;6:00 PM;6:15 PM;14,601.75;5,935.25;232.75
Jun 13, 2023;6:15 PM;6:30 PM;14,493.5;6,222;175.25
Jun 13, 2023;6:30 PM;6:45 PM;14,471;6,587.25;27
Jun 13, 2023;6:45 PM;7:00 PM;14,529.75;6,984.75;4.5
Jun 13, 2023;7:00 PM;7:15 PM;14,585.25;7,326;91.25
Jun 13, 2023;7:15 PM;7:30 PM;14,474.75;7,569;24.5
Jun 13, 2023;7:30 PM;7:45 PM;14,370.25;7,870.25;12
Jun 13, 2023;7:45 PM;8:00 PM;14,258;8,146.75;11.5
Jun 13, 2023;8:00 PM;8:15 PM;14,086.5;8,292.25;11.5
Jun 13, 2023;8:15 PM;8:30 PM;13,998.25;8,544.25;11
Jun 13, 2023;8:30 PM;8:45 PM;13,885;8,797.25;7.75
Jun 13, 2023;8:45 PM;9:00 PM;13,776.75;9,038.5;2.75
Jun 13, 2023;9:00 PM;9:15 PM;13,572.75;9,008.5;2.5
Jun 13, 2023;9:15 PM;9:30 PM;13,447;8,871.75;2
Jun 13, 2023;9:30 PM;9:45 PM;13,266.5;8,615.75;2.75
Jun 13, 2023;9:45 PM;10:00 PM;13,153.75;8,479;18
Jun 13, 2023;10:00 PM;10:15 PM;13,043.5;8,433.25;5.5
Jun 13, 2023;10:15 PM;10:30 PM;12,848.25;8,191;2.75
Jun 13, 2023;10:30 PM;10:45 PM;12,612.25;7,881.25;3
Jun 13, 2023;10:45 PM;11:00 PM;12,334.5;7,522.75;32.5
Jun 13, 2023;11:00 PM;11:15 PM;11,945.75;7,105.75;6.75
Jun 13, 2023;11:15 PM;11:30 PM;11,725.25;6,867.75;48.5
Jun 13, 2023;11:30 PM;11:45 PM;11,409;6,531.5;151
Jun 13, 2023;11:45 PM;12:00 AM;11,298.75;6,421;272.5
Jun 14, 2023;12:00 AM;12:15 AM;11,075;6,256.25;226.5
Jun 14, 2023;12:15 AM;12:30 AM;10,979.75;6,200.75;257.5
Jun 14, 2023;12:30 AM;12:45 AM;10,827.5;6,049.25;274
Jun 14, 2023;12:45 AM;1:00 AM;10,722.25;6,011.75;365.75
Jun 14, 2023;1:00 AM;1:15 AM;10,724.5;6,130;443.75
Jun 14, 2023;1:15 AM;1:30 AM;10,622.75;6,142.75;419.75
Jun 14, 2023;1:30 AM;1:45 AM;10,549.25;6,157.25;424.5
Jun 14, 2023;1:45 AM;2:00 AM;10,438.75;6,126;492.25
Jun 14, 2023;2:00 AM;2:15 AM;10,371;6,162.25;568.75
Jun 14, 2023;2:15 AM;2:30 AM;10,354;6,324.25;570.25
Jun 14, 2023;2:30 AM;2:45 AM;10,358;6,477.75;501.75
Jun 14, 2023;2:45 AM;3:00 AM;10,344.25;6,590.25;463.75
Jun 14, 2023;3:00 AM;3:15 AM;10,411.5;6,748.5;515.25
Jun 14, 2023;3:15 AM;3:30 AM;10,325.5;6,743;489.25
Jun 14, 2023;3:30 AM;3:45 AM;10,274.75;6,772;425.75
Jun 14, 2023;3:45 AM;4:00 AM;10,308.25;6,892;408
Jun 14, 2023;4:00 AM;4:15 AM;10,339.5;6,997;466.25
Jun 14, 2023;4:15 AM;4:30 AM;10,369.75;7,084;398.5
Jun 14, 2023;4:30 AM;4:45 AM;10,407.5;7,196.75;329.25
Jun 14, 2023;4:45 AM;5:00 AM;10,465;7,321.5;300
Jun 14, 2023;5:00 AM;5:15 AM;10,685.5;7,543.75;257.75
Jun 14, 2023;5:15 AM;5:30 AM;10,867.25;7,718.5;228.5
Jun 14, 2023;5:30 AM;5:45 AM;11,043.25;7,847.25;156.75
Jun 14, 2023;5:45 AM;6:00 AM;11,414.75;8,158.5;78.5
Jun 14, 2023;6:00 AM;6:15 AM;12,146.25;8,807;14.5
Jun 14, 2023;6:15 AM;6:30 AM;12,652.25;9,219.75;4.5
Jun 14, 2023;6:30 AM;6:45 AM;12,927;9,390.75;4.25
Jun 14, 2023;6:45 AM;7:00 AM;13,203;9,575.75;4.75
Jun 14, 2023;7:00 AM;7:15 AM;13,711.75;9,928;2.25
Jun 14, 2023;7:15 AM;7:30 AM;13,923.25;9,953.25;2.25
